<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2025.11.09	23:17:00	1.15472	1.15472	1.15461	1.15464	49.78
2025.11.09	23:18:00	1.15466	1.15468	1.15458	1.15464	49.30
2025.11.09	23:19:00	1.15466	1.15471	1.15462	1.15470	22.40
2025.11.09	23:20:00	1.15468	1.15483	1.15468	1.15476	27.51
2025.11.09	23:21:00	1.15478	1.15485	1.15472	1.15485	16.76
2025.11.09	23:22:00	1.15483	1.15483	1.15473	1.15473	15.80
2025.11.09	23:23:00	1.15470	1.15471	1.15465	1.15469	14.02
2025.11.09	23:24:00	1.15470	1.15485	1.15469	1.15484	21.33
2025.11.09	23:25:00	1.15485	1.15485	1.15473	1.15475	22.06
2025.11.09	23:26:00	1.15474	1.15474	1.15471	1.15473	9.42
2025.11.09	23:27:00	1.15475	1.15480	1.15468	1.15478	124.41
2025.11.09	23:28:00	1.15475	1.15480	1.15471	1.15475	56.39
2025.11.09	23:29:00	1.15475	1.15477	1.15466	1.15471	74.22
2025.11.09	23:30:00	1.15471	1.15472	1.15466	1.15469	38.41
2025.11.09	23:31:00	1.15469	1.15490	1.15465	1.15487	99.30
2025.11.09	23:32:00	1.15483	1.15486	1.15468	1.15479	157.66
2025.11.09	23:33:00	1.15478	1.15497	1.15474	1.15490	199.67
2025.11.09	23:34:00	1.15491	1.15494	1.15468	1.15469	182.46
2025.11.09	23:35:00	1.15469	1.15471	1.15461	1.15468	62.38
2025.11.09	23:36:00	1.15468	1.15470	1.15460	1.15468	32.92
2025.11.09	23:37:00	1.15466	1.15470	1.15466	1.15468	22.50
2025.11.09	23:38:00	1.15468	1.15470	1.15465	1.15470	33.75
2025.11.09	23:39:00	1.15470	1.15487	1.15466	1.15470	98.89
2025.11.09	23:40:00	1.15469	1.15469	1.15460	1.15461	31.20
2025.11.09	23:41:00	1.15460	1.15463	1.15453	1.15453	32.51
2025.11.09	23:42:00	1.15455	1.15456	1.15448	1.15451	17.47
2025.11.09	23:43:00	1.15449	1.15453	1.15448	1.15448	22.63
2025.11.09	23:44:00	1.15447	1.15450	1.15428	1.15435	169.46
2025.11.09	23:45:00	1.15436	1.15438	1.15421	1.15423	109.33
2025.11.09	23:46:00	1.15425	1.15429	1.15416	1.15428	123.30
2025.11.09	23:47:00	1.15428	1.15429	1.15413	1.15423	127.03
2025.11.09	23:48:00	1.15422	1.15428	1.15416	1.15424	46.80
2025.11.09	23:49:00	1.15424	1.15427	1.15419	1.15423	45.81
2025.11.09	23:50:00	1.15420	1.15436	1.15420	1.15427	72.47
2025.11.09	23:51:00	1.15428	1.15432	1.15422	1.15426	28.80
2025.11.09	23:52:00	1.15426	1.15431	1.15422	1.15430	14.85
2025.11.09	23:53:00	1.15430	1.15431	1.15427	1.15429	31.73
2025.11.09	23:54:00	1.15429	1.15432	1.15425	1.15425	21.54
2025.11.09	23:55:00	1.15424	1.15434	1.15422	1.15432	35.11
2025.11.09	23:56:00	1.15432	1.15433	1.15422	1.15422	23.66
2025.11.09	23:57:00	1.15420	1.15431	1.15419	1.15422	36.64
2025.11.09	23:58:00	1.15424	1.15429	1.15424	1.15429	5.92
2025.11.09	23:59:00	1.15431	1.15435	1.15428	1.15433	21.71
2025.11.10	00:00:00	1.15434	1.15597	1.15429	1.15537	228.74
2025.11.10	00:01:00	1.15537	1.15539	1.15482	1.15495	298.21
2025.11.10	00:02:00	1.15493	1.15516	1.15487	1.15513	179.15
2025.11.10	00:03:00	1.15517	1.15523	1.15480	1.15480	112.43
2025.11.10	00:04:00	1.15481	1.15500	1.15480	1.15495	143.13
2025.11.10	00:05:00	1.15495	1.15513	1.15488	1.15513	101.83
2025.11.10	00:06:00	1.15511	1.15521	1.15507	1.15519	57.95
2025.11.10	00:07:00	1.15521	1.15524	1.15508	1.15511	45.64
2025.11.10	00:08:00	1.15509	1.15519	1.15505	1.15505	46.75
2025.11.10	00:09:00	1.15505	1.15505	1.15465	1.15472	75.14
2025.11.10	00:10:00	1.15469	1.15494	1.15469	1.15491	67.63
2025.11.10	00:11:00	1.15489	1.15512	1.15487	1.15510	32.94
2025.11.10	00:12:00	1.15508	1.15513	1.15503	1.15508	32.59
2025.11.10	00:13:00	1.15511	1.15519	1.15504	1.15513	53.73
2025.11.10	00:14:00	1.15513	1.15513	1.15490	1.15498	42.25
2025.11.10	00:15:00	1.15494	1.15499	1.15487	1.15494	48.88
2025.11.10	00:16:00	1.15494	1.15514	1.15494	1.15513	39.38
2025.11.10	00:17:00	1.15513	1.15514	1.15507	1.15508	30.49
2025.11.10	00:18:00	1.15509	1.15511	1.15494	1.15496	30.42
2025.11.10	00:19:00	1.15499	1.15499	1.15486	1.15489	30.57
2025.11.10	00:20:00	1.15485	1.15487	1.15477	1.15484	14.38
2025.11.10	00:21:00	1.15483	1.15485	1.15473	1.15476	25.10
2025.11.10	00:22:00	1.15477	1.15512	1.15477	1.15512	63.21
2025.11.10	00:23:00	1.15510	1.15515	1.15503	1.15514	50.10
2025.11.10	00:24:00	1.15512	1.15529	1.15512	1.15523	41.18
2025.11.10	00:25:00	1.15522	1.15523	1.15513	1.15516	39.50
2025.11.10	00:26:00	1.15517	1.15531	1.15512	1.15531	23.85
2025.11.10	00:27:00	1.15529	1.15544	1.15528	1.15533	30.50
2025.11.10	00:28:00	1.15536	1.15536	1.15529	1.15531	15.30
2025.11.10	00:29:00	1.15528	1.15531	1.15513	1.15519	53.97
2025.11.10	00:30:00	1.15523	1.15551	1.15519	1.15549	54.79
2025.11.10	00:31:00	1.15549	1.15551	1.15530	1.15537	46.44
2025.11.10	00:32:00	1.15537	1.15537	1.15527	1.15529	48.89
2025.11.10	00:33:00	1.15527	1.15544	1.15523	1.15542	98.56
2025.11.10	00:34:00	1.15543	1.15552	1.15542	1.15546	27.79
2025.11.10	00:35:00	1.15546	1.15546	1.15531	1.15532	75.39
2025.11.10	00:36:00	1.15533	1.15538	1.15530	1.15533	48.88
2025.11.10	00:37:00	1.15534	1.15545	1.15534	1.15544	36.00
2025.11.10	00:38:00	1.15543	1.15548	1.15543	1.15545	29.88
2025.11.10	00:39:00	1.15543	1.15544	1.15539	1.15540	15.39
2025.11.10	00:40:00	1.15537	1.15537	1.15524	1.15531	29.88
2025.11.10	00:41:00	1.15530	1.15535	1.15516	1.15518	51.17
2025.11.10	00:42:00	1.15517	1.15525	1.15516	1.15522	53.58
2025.11.10	00:43:00	1.15521	1.15525	1.15514	1.15524	72.51
2025.11.10	00:44:00	1.15524	1.15541	1.15522	1.15532	73.17
2025.11.10	00:45:00	1.15533	1.15538	1.15531	1.15538	33.26
2025.11.10	00:46:00	1.15537	1.15560	1.15534	1.15559	54.91
2025.11.10	00:47:00	1.15560	1.15561	1.15552	1.15555	80.93
2025.11.10	00:48:00	1.15554	1.15560	1.15553	1.15555	31.83
2025.11.10	00:49:00	1.15557	1.15563	1.15553	1.15555	33.32
2025.11.10	00:50:00	1.15556	1.15565	1.15551	1.15554	35.74
2025.11.10	00:51:00	1.15549	1.15567	1.15549	1.15554	61.17
2025.11.10	00:52:00	1.15557	1.15558	1.15549	1.15556	28.59
2025.11.10	00:53:00	1.15556	1.15560	1.15547	1.15551	34.62
2025.11.10	00:54:00	1.15552	1.15553	1.15533	1.15535	77.37
2025.11.10	00:55:00	1.15535	1.15553	1.15528	1.15553	155.92
2025.11.10	00:56:00	1.15552	1.15553	1.15546	1.15546	56.58
2025.11.10	00:57:00	1.15548	1.15555	1.15537	1.15550	61.34
2025.11.10	00:58:00	1.15551	1.15553	1.15540	1.15544	28.19
2025.11.10	00:59:00	1.15542	1.15545	1.15541	1.15541	21.03
2025.11.10	01:00:00	1.15543	1.15544	1.15513	1.15529	98.93
2025.11.10	01:01:00	1.15528	1.15531	1.15507	1.15519	99.39
2025.11.10	01:02:00	1.15521	1.15521	1.15467	1.15467	70.94
2025.11.10	01:03:00	1.15466	1.15478	1.15464	1.15467	87.06
2025.11.10	01:04:00	1.15469	1.15482	1.15468	1.15473	34.08
2025.11.10	01:05:00	1.15476	1.15490	1.15470	1.15470	57.24
2025.11.10	01:06:00	1.15472	1.15489	1.15471	1.15488	70.21
2025.11.10	01:07:00	1.15490	1.15498	1.15487	1.15494	25.70
2025.11.10	01:08:00	1.15494	1.15505	1.15493	1.15503	59.15
2025.11.10	01:09:00	1.15501	1.15514	1.15499	1.15511	62.82
2025.11.10	01:10:00	1.15510	1.15525	1.15510	1.15520	42.36
2025.11.10	01:11:00	1.15522	1.15553	1.15520	1.15544	56.59
2025.11.10	01:12:00	1.15547	1.15553	1.15542	1.15544	40.02
2025.11.10	01:13:00	1.15540	1.15546	1.15524	1.15530	57.76
2025.11.10	01:14:00	1.15529	1.15533	1.15527	1.15529	24.44
2025.11.10	01:15:00	1.15530	1.15550	1.15530	1.15550	35.83
2025.11.10	01:16:00	1.15546	1.15549	1.15541	1.15543	39.22
2025.11.10	01:17:00	1.15543	1.15543	1.15528	1.15532	98.89
2025.11.10	01:18:00	1.15538	1.15554	1.15537	1.15551	87.31
2025.11.10	01:19:00	1.15550	1.15551	1.15535	1.15540	34.29
2025.11.10	01:20:00	1.15538	1.15552	1.15538	1.15551	53.03
2025.11.10	01:21:00	1.15551	1.15570	1.15551	1.15569	49.55
2025.11.10	01:22:00	1.15569	1.15583	1.15569	1.15578	48.61
2025.11.10	01:23:00	1.15580	1.15584	1.15577	1.15579	23.48
2025.11.10	01:24:00	1.15578	1.15594	1.15574	1.15594	46.41
2025.11.10	01:25:00	1.15592	1.15592	1.15582	1.15582	21.93
2025.11.10	01:26:00	1.15583	1.15597	1.15580	1.15583	41.96
2025.11.10	01:27:00	1.15582	1.15585	1.15572	1.15574	34.04
2025.11.10	01:28:00	1.15574	1.15575	1.15571	1.15573	24.82
2025.11.10	01:29:00	1.15573	1.15583	1.15572	1.15583	59.85
2025.11.10	01:30:00	1.15584	1.15588	1.15574	1.15577	47.98
2025.11.10	01:31:00	1.15577	1.15577	1.15567	1.15568	32.40
2025.11.10	01:32:00	1.15567	1.15577	1.15564	1.15569	40.19
2025.11.10	01:33:00	1.15570	1.15573	1.15566	1.15573	28.04
2025.11.10	01:34:00	1.15575	1.15579	1.15571	1.15574	29.31
2025.11.10	01:35:00	1.15573	1.15583	1.15573	1.15581	46.14
2025.11.10	01:36:00	1.15584	1.15584	1.15577	1.15583	33.34
2025.11.10	01:37:00	1.15584	1.15587	1.15582	1.15582	35.73
2025.11.10	01:38:00	1.15583	1.15591	1.15578	1.15580	71.56
2025.11.10	01:39:00	1.15579	1.15580	1.15570	1.15573	38.20
2025.11.10	01:40:00	1.15575	1.15579	1.15570	1.15579	26.99
2025.11.10	01:41:00	1.15583	1.15583	1.15580	1.15582	14.24
2025.11.10	01:42:00	1.15582	1.15586	1.15568	1.15570	29.19
2025.11.10	01:43:00	1.15569	1.15579	1.15569	1.15575	11.01
2025.11.10	01:44:00	1.15578	1.15586	1.15576	1.15583	25.20
2025.11.10	01:45:00	1.15582	1.15591	1.15580	1.15583	20.32
2025.11.10	01:46:00	1.15589	1.15599	1.15587	1.15594	50.58
2025.11.10	01:47:00	1.15591	1.15595	1.15589	1.15590	13.50
2025.11.10	01:48:00	1.15588	1.15598	1.15586	1.15598	19.44
2025.11.10	01:49:00	1.15597	1.15602	1.15588	1.15589	28.05
2025.11.10	01:50:00	1.15590	1.15590	1.15584	1.15584	9.52
2025.11.10	01:51:00	1.15583	1.15584	1.15576	1.15579	18.52
2025.11.10	01:52:00	1.15578	1.15584	1.15577	1.15583	33.46
2025.11.10	01:53:00	1.15582	1.15582	1.15565	1.15577	40.33
2025.11.10	01:54:00	1.15576	1.15587	1.15576	1.15586	22.35
2025.11.10	01:55:00	1.15587	1.15594	1.15585	1.15591	30.22
2025.11.10	01:56:00	1.15590	1.15595	1.15589	1.15595	15.84
2025.11.10	01:57:00	1.15595	1.15597	1.15574	1.15576	61.16
2025.11.10	01:58:00	1.15577	1.15581	1.15571	1.15574	80.93
2025.11.10	01:59:00	1.15573	1.15581	1.15568	1.15579	29.06
2025.11.10	02:00:00	1.15579	1.15583	1.15568	1.15574	45.38
2025.11.10	02:01:00	1.15573	1.15577	1.15572	1.15572	23.23
2025.11.10	02:02:00	1.15571	1.15572	1.15561	1.15563	11.98
2025.11.10	02:03:00	1.15562	1.15569	1.15562	1.15567	17.17
2025.11.10	02:04:00	1.15567	1.15575	1.15566	1.15573	70.14
2025.11.10	02:05:00	1.15574	1.15574	1.15560	1.15566	50.49
2025.11.10	02:06:00	1.15565	1.15576	1.15565	1.15571	28.60
2025.11.10	02:07:00	1.15570	1.15574	1.15564	1.15565	17.69
2025.11.10	02:08:00	1.15562	1.15562	1.15551	1.15551	17.24
2025.11.10	02:09:00	1.15550	1.15554	1.15547	1.15554	19.91
2025.11.10	02:10:00	1.15553	1.15564	1.15552	1.15558	26.72
2025.11.10	02:11:00	1.15557	1.15562	1.15553	1.15556	35.94
2025.11.10	02:12:00	1.15553	1.15555	1.15547	1.15547	30.12
2025.11.10	02:13:00	1.15546	1.15554	1.15546	1.15553	74.28
2025.11.10	02:14:00	1.15551	1.15562	1.15551	1.15562	52.45
2025.11.10	02:15:00	1.15561	1.15562	1.15552	1.15556	51.93
2025.11.10	02:16:00	1.15557	1.15566	1.15554	1.15565	25.79
2025.11.10	02:17:00	1.15565	1.15572	1.15565	1.15569	17.10
2025.11.10	02:18:00	1.15571	1.15571	1.15565	1.15568	18.00
2025.11.10	02:19:00	1.15566	1.15571	1.15565	1.15570	18.96
2025.11.10	02:20:00	1.15568	1.15570	1.15565	1.15570	18.90
2025.11.10	02:21:00	1.15569	1.15577	1.15569	1.15577	8.19
2025.11.10	02:22:00	1.15575	1.15584	1.15571	1.15581	23.54
2025.11.10	02:23:00	1.15581	1.15586	1.15581	1.15585	8.62
2025.11.10	02:24:00	1.15588	1.15590	1.15584	1.15588	20.32
2025.11.10	02:25:00	1.15587	1.15592	1.15584	1.15590	59.37
2025.11.10	02:26:00	1.15590	1.15595	1.15590	1.15593	31.86
2025.11.10	02:27:00	1.15593	1.15594	1.15586	1.15590	63.03
2025.11.10	02:28:00	1.15590	1.15590	1.15586	1.15587	29.01
2025.11.10	02:29:00	1.15587	1.15587	1.15582	1.15582	19.94
2025.11.10	02:30:00	1.15581	1.15585	1.15580	1.15585	14.04
2025.11.10	02:31:00	1.15582	1.15582	1.15564	1.15567	24.01
2025.11.10	02:32:00	1.15568	1.15570	1.15558	1.15565	22.75
2025.11.10	02:33:00	1.15569	1.15570	1.15558	1.15565	33.39
2025.11.10	02:34:00	1.15566	1.15581	1.15565	1.15581	29.67
2025.11.10	02:35:00	1.15579	1.15579	1.15573	1.15576	65.61
2025.11.10	02:36:00	1.15577	1.15581	1.15573	1.15581	35.55
2025.11.10	02:37:00	1.15581	1.15590	1.15579	1.15585	40.50
2025.11.10	02:38:00	1.15584	1.15586	1.15580	1.15582	48.66
2025.11.10	02:39:00	1.15583	1.15589	1.15580	1.15580	61.77
2025.11.10	02:40:00	1.15580	1.15580	1.15576	1.15578	63.14
2025.11.10	02:41:00	1.15577	1.15590	1.15577	1.15589	36.57
2025.11.10	02:42:00	1.15588	1.15599	1.15588	1.15598	40.86
2025.11.10	02:43:00	1.15598	1.15606	1.15590	1.15590	35.06
2025.11.10	02:44:00	1.15589	1.15595	1.15589	1.15593	8.10
2025.11.10	02:45:00	1.15593	1.15593	1.15584	1.15584	17.24
2025.11.10	02:46:00	1.15581	1.15586	1.15581	1.15584	10.81
2025.11.10	02:47:00	1.15583	1.15591	1.15583	1.15589	36.63
2025.11.10	02:48:00	1.15590	1.15591	1.15589	1.15589	6.42
2025.11.10	02:49:00	1.15591	1.15595	1.15589	1.15590	12.15
2025.11.10	02:50:00	1.15591	1.15594	1.15589	1.15590	15.30
2025.11.10	02:51:00	1.15588	1.15590	1.15588	1.15590	2.70
2025.11.10	02:52:00	1.15588	1.15594	1.15588	1.15590	27.18
2025.11.10	02:53:00	1.15590	1.15590	1.15585	1.15585	13.05
2025.11.10	02:54:00	1.15585	1.15585	1.15580	1.15583	12.15
2025.11.10	02:55:00	1.15582	1.15582	1.15573	1.15574	26.28
2025.11.10	02:56:00	1.15574	1.15580	1.15574	1.15580	13.50
2025.11.10	02:57:00	1.15578	1.15580	1.15573	1.15575	27.00
2025.11.10	02:58:00	1.15576	1.15577	1.15573	1.15573	9.90
2025.11.10	02:59:00	1.15574	1.15583	1.15574	1.15578	13.72
2025.11.10	03:00:00	1.15577	1.15584	1.15574	1.15584	33.30
2025.11.10	03:01:00	1.15584	1.15585	1.15584	1.15584	8.10
2025.11.10	03:02:00	1.15582	1.15584	1.15574	1.15575	13.95
2025.11.10	03:03:00	1.15573	1.15575	1.15569	1.15570	9.00
2025.11.10	03:04:00	1.15572	1.15575	1.15568	1.15570	9.14
2025.11.10	03:05:00	1.15567	1.15567	1.15555	1.15558	25.76
2025.11.10	03:06:00	1.15557	1.15561	1.15553	1.15560	14.40
2025.11.10	03:07:00	1.15562	1.15566	1.15556	1.15556	19.42
2025.11.10	03:08:00	1.15553	1.15554	1.15551	1.15554	11.84
2025.11.10	03:09:00	1.15554	1.15560	1.15553	1.15560	7.20
2025.11.10	03:10:00	1.15563	1.15571	1.15563	1.15571	17.54
2025.11.10	03:11:00	1.15569	1.15571	1.15569	1.15569	5.40
2025.11.10	03:12:00	1.15567	1.15575	1.15562	1.15575	39.05
2025.11.10	03:13:00	1.15577	1.15577	1.15570	1.15575	41.42
2025.11.10	03:14:00	1.15575	1.15575	1.15574	1.15574	7.20
2025.11.10	03:15:00	1.15573	1.15574	1.15567	1.15568	41.26
2025.11.10	03:16:00	1.15567	1.15568	1.15554	1.15564	40.40
2025.11.10	03:17:00	1.15561	1.15561	1.15545	1.15548	48.58
2025.11.10	03:18:00	1.15548	1.15550	1.15543	1.15544	50.29
2025.11.10	03:19:00	1.15544	1.15544	1.15538	1.15539	15.90
2025.11.10	03:20:00	1.15539	1.15540	1.15535	1.15540	18.35
2025.11.10	03:21:00	1.15541	1.15553	1.15541	1.15551	26.10
2025.11.10	03:22:00	1.15551	1.15551	1.15547	1.15548	17.99
2025.11.10	03:23:00	1.15549	1.15551	1.15546	1.15551	10.04
2025.11.10	03:24:00	1.15550	1.15553	1.15550	1.15553	6.30
2025.11.10	03:25:00	1.15553	1.15555	1.15549	1.15554	23.56
2025.11.10	03:26:00	1.15555	1.15557	1.15543	1.15544	45.42
2025.11.10	03:27:00	1.15544	1.15549	1.15543	1.15546	49.81
2025.11.10	03:28:00	1.15546	1.15548	1.15536	1.15538	21.23
2025.11.10	03:29:00	1.15539	1.15546	1.15537	1.15544	17.24
2025.11.10	03:30:00	1.15546	1.15547	1.15540	1.15542	18.90
2025.11.10	03:31:00	1.15540	1.15554	1.15537	1.15548	44.49
2025.11.10	03:32:00	1.15547	1.15550	1.15538	1.15538	18.14
2025.11.10	03:33:00	1.15538	1.15542	1.15538	1.15539	10.42
2025.11.10	03:34:00	1.15539	1.15539	1.15529	1.15534	23.83
2025.11.10	03:35:00	1.15532	1.15532	1.15521	1.15521	39.81
2025.11.10	03:36:00	1.15522	1.15528	1.15522	1.15525	15.30
2025.11.10	03:37:00	1.15524	1.15524	1.15519	1.15519	36.07
2025.11.10	03:38:00	1.15517	1.15517	1.15512	1.15513	18.36
2025.11.10	03:39:00	1.15515	1.15530	1.15513	1.15530	27.90
2025.11.10	03:40:00	1.15530	1.15530	1.15513	1.15516	84.68
2025.11.10	03:41:00	1.15516	1.15530	1.15516	1.15523	42.45
2025.11.10	03:42:00	1.15523	1.15529	1.15518	1.15528	59.61
2025.11.10	03:43:00	1.15527	1.15528	1.15522	1.15524	56.14
2025.11.10	03:44:00	1.15524	1.15526	1.15518	1.15518	20.65
2025.11.10	03:45:00	1.15517	1.15527	1.15517	1.15523	50.78
2025.11.10	03:46:00	1.15523	1.15531	1.15523	1.15530	13.04
2025.11.10	03:47:00	1.15532	1.15535	1.15529	1.15530	22.66
2025.11.10	03:48:00	1.15530	1.15534	1.15528	1.15529	30.68
2025.11.10	03:49:00	1.15529	1.15529	1.15513	1.15522	57.11
2025.11.10	03:50:00	1.15523	1.15524	1.15522	1.15523	7.72
2025.11.10	03:52:00	1.15525	1.15532	1.15525	1.15532	38.16
2025.11.10	03:53:00	1.15533	1.15534	1.15532	1.15534	9.36
2025.11.10	03:54:00	1.15534	1.15535	1.15533	1.15533	8.18
2025.11.10	03:55:00	1.15533	1.15539	1.15530	1.15538	37.72
2025.11.10	03:56:00	1.15538	1.15539	1.15533	1.15537	20.93
2025.11.10	03:57:00	1.15539	1.15544	1.15537	1.15543	26.39
2025.11.10	03:58:00	1.15543	1.15545	1.15541	1.15545	34.70
2025.11.10	03:59:00	1.15545	1.15545	1.15544	1.15545	2.32
2025.11.10	04:00:00	1.15547	1.15556	1.15547	1.15554	26.90
2025.11.10	04:01:00	1.15555	1.15579	1.15555	1.15579	48.24
2025.11.10	04:02:00	1.15581	1.15583	1.15578	1.15580	32.10
2025.11.10	04:03:00	1.15579	1.15594	1.15577	1.15590	24.15
2025.11.10	04:04:00	1.15592	1.15592	1.15578	1.15578	14.47
2025.11.10	04:05:00	1.15577	1.15577	1.15565	1.15569	21.50
2025.11.10	04:06:00	1.15569	1.15577	1.15569	1.15576	45.19
2025.11.10	04:07:00	1.15576	1.15579	1.15569	1.15569	26.56
2025.11.10	04:08:00	1.15569	1.15569	1.15561	1.15565	21.12
2025.11.10	04:09:00	1.15566	1.15566	1.15563	1.15563	7.34
2025.11.10	04:10:00	1.15565	1.15565	1.15563	1.15563	7.72
2025.11.10	04:11:00	1.15563	1.15563	1.15554	1.15563	26.76
2025.11.10	04:12:00	1.15561	1.15561	1.15559	1.15560	6.44
2025.11.10	04:13:00	1.15561	1.15567	1.15559	1.15567	13.57
2025.11.10	04:14:00	1.15567	1.15570	1.15564	1.15564	20.98
2025.11.10	04:15:00	1.15566	1.15569	1.15566	1.15568	9.66
2025.11.10	04:16:00	1.15566	1.15566	1.15552	1.15555	25.39
2025.11.10	04:17:00	1.15555	1.15559	1.15552	1.15558	28.32
2025.11.10	04:18:00	1.15557	1.15565	1.15557	1.15564	38.16
2025.11.10	04:19:00	1.15561	1.15564	1.15561	1.15562	14.40
2025.11.10	04:20:00	1.15564	1.15570	1.15561	1.15562	20.84
2025.11.10	04:21:00	1.15564	1.15564	1.15561	1.15563	19.89
2025.11.10	04:22:00	1.15565	1.15575	1.15565	1.15573	19.80
2025.11.10	04:23:00	1.15572	1.15577	1.15572	1.15575	8.19
2025.11.10	04:24:00	1.15574	1.15576	1.15568	1.15573	58.22
2025.11.10	04:25:00	1.15574	1.15580	1.15574	1.15578	28.58
2025.11.10	04:26:00	1.15580	1.15580	1.15580	1.15580	0.90
2025.11.10	04:28:00	1.15582	1.15583	1.15579	1.15583	20.70
2025.11.10	04:29:00	1.15583	1.15583	1.15582	1.15582	8.64
2025.11.10	04:30:00	1.15582	1.15593	1.15582	1.15589	43.81
2025.11.10	04:31:00	1.15587	1.15596	1.15587	1.15596	12.60
2025.11.10	04:32:00	1.15597	1.15604	1.15594	1.15604	32.14
2025.11.10	04:33:00	1.15603	1.15604	1.15595	1.15600	39.69
2025.11.10	04:34:00	1.15599	1.15599	1.15588	1.15591	23.56
2025.11.10	04:35:00	1.15590	1.15611	1.15590	1.15610	60.23
2025.11.10	04:36:00	1.15610	1.15624	1.15610	1.15623	35.71
2025.11.10	04:37:00	1.15623	1.15623	1.15618	1.15619	36.71
2025.11.10	04:38:00	1.15621	1.15621	1.15611	1.15613	31.74
2025.11.10	04:39:00	1.15615	1.15621	1.15614	1.15614	13.21
2025.11.10	04:40:00	1.15616	1.15620	1.15613	1.15614	14.51
2025.11.10	04:41:00	1.15613	1.15616	1.15613	1.15615	6.96
2025.11.10	04:42:00	1.15614	1.15614	1.15608	1.15609	11.98
2025.11.10	04:43:00	1.15607	1.15611	1.15599	1.15601	26.14
2025.11.10	04:44:00	1.15600	1.15602	1.15594	1.15594	30.85
2025.11.10	04:45:00	1.15593	1.15595	1.15593	1.15595	2.32
2025.11.10	04:46:00	1.15594	1.15594	1.15588	1.15590	20.60
2025.11.10	04:47:00	1.15590	1.15591	1.15581	1.15589	72.14
2025.11.10	04:48:00	1.15589	1.15597	1.15588	1.15597	20.74
2025.11.10	04:49:00	1.15596	1.15597	1.15593	1.15597	7.72
2025.11.10	04:50:00	1.15594	1.15594	1.15588	1.15589	7.27
2025.11.10	04:51:00	1.15587	1.15589	1.15587	1.15589	9.66
2025.11.10	04:52:00	1.15588	1.15607	1.15588	1.15604	44.14
2025.11.10	04:53:00	1.15607	1.15609	1.15604	1.15607	28.70
2025.11.10	04:54:00	1.15608	1.15614	1.15607	1.15614	18.66
2025.11.10	04:55:00	1.15614	1.15614	1.15610	1.15611	14.40
2025.11.10	04:56:00	1.15609	1.15611	1.15607	1.15609	10.94
2025.11.10	04:57:00	1.15610	1.15611	1.15610	1.15610	4.50
2025.11.10	04:58:00	1.15612	1.15615	1.15609	1.15614	18.90
2025.11.10	04:59:00	1.15614	1.15614	1.15608	1.15609	9.70
2025.11.10	05:00:00	1.15610	1.15612	1.15608	1.15611	16.81
2025.11.10	05:01:00	1.15614	1.15614	1.15608	1.15610	11.98
2025.11.10	05:02:00	1.15613	1.15619	1.15609	1.15613	10.16
2025.11.10	05:03:00	1.15611	1.15611	1.15608	1.15609	10.18
2025.11.10	05:04:00	1.15611	1.15612	1.15601	1.15610	14.47
2025.11.10	05:05:00	1.15609	1.15609	1.15604	1.15608	3.89
2025.11.10	05:06:00	1.15607	1.15610	1.15598	1.15601	27.57
2025.11.10	05:07:00	1.15599	1.15604	1.15599	1.15604	7.79
2025.11.10	05:08:00	1.15607	1.15608	1.15604	1.15604	11.46
2025.11.10	05:09:00	1.15602	1.15604	1.15597	1.15602	27.30
2025.11.10	05:10:00	1.15602	1.15603	1.15591	1.15598	69.80
2025.11.10	05:11:00	1.15597	1.15603	1.15597	1.15602	45.50
2025.11.10	05:12:00	1.15603	1.15603	1.15593	1.15595	26.31
2025.11.10	05:13:00	1.15598	1.15598	1.15591	1.15593	15.14
2025.11.10	05:14:00	1.15593	1.15595	1.15580	1.15583	24.14
2025.11.10	05:15:00	1.15584	1.15586	1.15578	1.15584	26.84
2025.11.10	05:16:00	1.15586	1.15589	1.15583	1.15585	10.98
2025.11.10	05:17:00	1.15586	1.15594	1.15586	1.15594	25.38
2025.11.10	05:18:00	1.15594	1.15596	1.15593	1.15593	8.62
2025.11.10	05:19:00	1.15597	1.15600	1.15596	1.15599	45.40
2025.11.10	05:20:00	1.15598	1.15614	1.15597	1.15613	58.06
2025.11.10	05:21:00	1.15614	1.15616	1.15606	1.15606	18.90
2025.11.10	05:22:00	1.15606	1.15619	1.15604	1.15619	24.08
2025.11.10	05:23:00	1.15620	1.15625	1.15618	1.15621	29.84
2025.11.10	05:24:00	1.15620	1.15627	1.15620	1.15625	19.42
2025.11.10	05:25:00	1.15624	1.15635	1.15623	1.15632	24.51
2025.11.10	05:26:00	1.15633	1.15633	1.15624	1.15624	32.90
2025.11.10	05:27:00	1.15626	1.15627	1.15624	1.15627	6.82
2025.11.10	05:28:00	1.15625	1.15626	1.15624	1.15625	13.80
2025.11.10	05:29:00	1.15625	1.15631	1.15624	1.15629	28.65
2025.11.10	05:30:00	1.15631	1.15643	1.15631	1.15642	36.68
2025.11.10	05:31:00	1.15641	1.15641	1.15633	1.15633	7.42
2025.11.10	05:32:00	1.15635	1.15637	1.15633	1.15634	14.97
2025.11.10	05:33:00	1.15633	1.15638	1.15632	1.15635	49.40
2025.11.10	05:34:00	1.15634	1.15635	1.15633	1.15634	2.93
2025.11.10	05:35:00	1.15634	1.15635	1.15632	1.15635	27.17
